crop_id,motion_state,direction_class,direction_deg,annotator,timestamp_iso
train_82_7121_0,slight,14,90.0,team,2026-06-22T16:38:44.860684+00:00
test_152_14493_3,unsure,17,157.5,team,2026-06-22T16:38:49.268898+00:00
test_265_4740_0,stationary,10,0.0,team,2026-06-22T16:38:52.707912+00:00
train_246_1001_8,stationary,15,112.5,team,2026-06-22T16:39:00.743425+00:00
train_196_465_0,stationary,23,67.5,team,2026-06-22T16:39:05.214410+00:00
test_308_7950_0,stationary,10,0.0,team,2026-06-22T16:39:07.763941+00:00
valid_221_2023_3,slight,-2,,team,2026-06-22T16:39:13.687074+00:00
test_314_11194_0,stationary,-2,,team,2026-06-22T16:39:17.617129+00:00
test_282_9450_0,stationary,10,0.0,team,2026-06-22T16:39:24.476745+00:00
train_238_6930_0,unsure,10,0.0,team,2026-06-22T16:39:26.881195+00:00
train_31_2612_0,unsure,11,22.5,team,2026-06-22T16:39:29.614216+00:00
train_190_1026_3,stationary,22,45.0,team,2026-06-22T16:39:32.682295+00:00
valid_145_210_0,slight,15,112.5,team,2026-06-22T16:39:36.818343+00:00
train_245_5190_0,stationary,17,157.5,team,2026-06-22T16:39:41.454109+00:00
train_86_3394_1,unsure,12,45.0,team,2026-06-22T16:39:43.701025+00:00
train_74_3207_1,unsure,-2,,team,2026-06-22T16:39:45.579407+00:00
train_186_4182_1,unsure,17,157.5,team,2026-06-22T16:39:54.057833+00:00
test_152_14790_3,unsure,16,135.0,team,2026-06-22T16:39:57.613762+00:00
train_212_7560_0,stationary,32,225.0,team,2026-06-22T16:40:02.568683+00:00
train_113_987_1,stationary,-2,,team,2026-06-22T16:46:46.488732+00:00
train_29_4841_0,stationary,12,45.0,team,2026-06-22T16:46:50.930206+00:00
train_70_1470_5,unsure,-2,,team,2026-06-22T16:46:55.095169+00:00
valid_57_1002_3,slight,16,135.0,team,2026-06-22T16:47:05.075299+00:00
train_188_1282_0,stationary,-2,,team,2026-06-22T16:47:12.294126+00:00
train_215_2811_0,stationary,15,112.5,team,2026-06-22T16:47:19.345348+00:00
train_47_1950_0,slight,10,0.0,team,2026-06-22T16:47:20.981793+00:00
train_237_6523_0,unsure,-2,,team,2026-06-22T16:47:26.335441+00:00
train_52_390_0,unsure,12,45.0,team,2026-06-22T16:47:29.660724+00:00
train_21_13612_0,unsure,-2,,team,2026-06-22T16:47:32.173759+00:00
train_20_5723_2,stationary,13,67.5,team,2026-06-22T16:47:38.813961+00:00
train_227_1775_2,stationary,14,90.0,team,2026-06-22T16:47:51.026222+00:00
train_348_10958_0,unsure,-2,,team,2026-06-22T16:47:52.649782+00:00
train_230_2140_0,slight,11,22.5,team,2026-06-22T16:47:55.158778+00:00
train_79_8130_0,unsure,-2,,team,2026-06-22T16:47:57.795400+00:00
train_192_1660_2,slight,37,337.5,team,2026-06-22T16:48:05.407793+00:00
train_237_11580_0,stationary,10,0.0,team,2026-06-22T16:48:09.388412+00:00
test_314_17640_3,unsure,-2,,team,2026-06-22T16:48:10.802867+00:00
train_70_1710_0,stationary,16,135.0,team,2026-06-22T16:48:14.483510+00:00
train_302_8550_0,stationary,-2,,team,2026-06-22T16:48:21.729626+00:00
valid_13_2965_4,stationary,27,157.5,team,2026-06-22T16:48:27.778567+00:00
train_105_3120_5,stationary,-2,,team,2026-06-22T16:48:42.880626+00:00
valid_57_1572_2,slight,17,157.5,team,2026-06-22T16:48:46.337965+00:00
train_194_3150_0,unsure,-2,,team,2026-06-22T16:48:48.063311+00:00
train_189_1375_1,stationary,12,45.0,team,2026-06-22T16:48:50.594650+00:00
valid_15_3037_2,unsure,15,112.5,team,2026-06-22T16:48:59.342073+00:00
train_86_5195_0,slight,14,90.0,team,2026-06-22T16:49:03.645297+00:00
train_203_11851_1,unsure,-2,,team,2026-06-22T16:49:06.176163+00:00
test_280_4290_8,stationary,10,0.0,team,2026-06-22T16:49:09.611754+00:00
train_204_1429_0,slight,33,247.5,team,2026-06-22T16:49:14.956594+00:00
train_71_11755_4,unsure,16,135.0,team,2026-06-22T16:49:22.451005+00:00
train_53_461_2,stationary,10,0.0,team,2026-06-22T16:49:31.958189+00:00
train_182_3630_1,unsure,16,135.0,team,2026-06-22T16:49:35.303812+00:00
train_46_270_1,unsure,16,135.0,team,2026-06-22T16:49:38.687625+00:00
train_96_5256_1,unsure,-2,,team,2026-06-22T16:49:43.233884+00:00
valid_175_3162_9,unsure,-2,,team,2026-06-22T16:49:44.997762+00:00
train_188_1710_3,stationary,15,112.5,team,2026-06-22T16:49:47.797323+00:00
train_201_10620_0,stationary,-2,,team,2026-06-22T16:49:53.165279+00:00
valid_221_1964_0,slight,-2,,team,2026-06-22T16:49:57.982433+00:00
train_225_7020_5,slight,11,22.5,team,2026-06-22T16:50:03.654300+00:00
valid_222_519_7,slight,30,180.0,team,2026-06-22T16:50:11.768123+00:00
test_55_10008_0,stationary,27,157.5,team,2026-06-22T16:50:17.946944+00:00
train_225_4980_2,unsure,10,0.0,team,2026-06-22T16:50:22.777903+00:00
test_264_26040_0,unsure,-2,,team,2026-06-22T16:50:24.912861+00:00
valid_147_10890_3,stationary,36,315.0,team,2026-06-22T16:50:29.445169+00:00
train_195_8100_2,unsure,-2,,team,2026-06-22T16:50:31.000799+00:00
train_251_6190_3,stationary,16,135.0,team,2026-06-22T16:50:35.249160+00:00
valid_57_2003_4,slight,-2,,team,2026-06-22T16:50:40.192754+00:00
valid_6_4665_1,stationary,10,0.0,team,2026-06-22T16:50:47.641786+00:00
train_192_1710_1,stationary,20,0.0,team,2026-06-22T16:50:54.765102+00:00
train_188_1680_2,stationary,13,67.5,team,2026-06-22T16:50:58.386037+00:00
train_247_3161_2,stationary,10,0.0,team,2026-06-22T16:51:00.283548+00:00
train_244_930_0,unsure,-2,,team,2026-06-22T16:51:01.429722+00:00
train_155_2520_0,stationary,10,0.0,team,2026-06-22T16:51:04.124008+00:00
train_47_2078_4,moderate,16,135.0,team,2026-06-22T16:51:07.688957+00:00
train_115_5937_2,stationary,10,0.0,team,2026-06-22T16:51:31.359281+00:00
valid_10_2580_4,stationary,10,0.0,team,2026-06-22T16:51:34.950672+00:00
train_105_5538_0,unsure,-2,,team,2026-06-22T16:51:37.674322+00:00
train_115_5697_0,stationary,15,112.5,team,2026-06-22T16:51:41.543368+00:00
train_250_6360_0,stationary,-2,,team,2026-06-22T16:51:48.339513+00:00
test_307_13950_0,stationary,-2,,team,2026-06-22T16:51:53.911210+00:00
train_129_1691_2,stationary,-2,,team,2026-06-22T16:52:07.523522+00:00
train_86_1232_0,stationary,10,0.0,team,2026-06-22T16:52:15.512627+00:00
train_78_5155_0,slight,-2,,team,2026-06-22T16:52:21.673982+00:00
train_112_322_0,stationary,-2,,team,2026-06-22T16:52:26.258985+00:00
train_92_4140_0,stationary,13,67.5,team,2026-06-22T16:52:33.300406+00:00
train_348_10800_0,stationary,-2,,team,2026-06-22T16:52:38.918108+00:00
train_82_5910_2,slight,13,67.5,team,2026-06-22T16:52:42.346029+00:00
train_82_5700_4,stationary,14,90.0,team,2026-06-22T16:52:45.754796+00:00
train_129_1715_4,stationary,-2,,team,2026-06-22T16:53:01.927498+00:00
train_193_1011_1,unsure,-2,,team,2026-06-22T16:53:03.543570+00:00
train_78_6017_1,unsure,-2,,team,2026-06-22T16:53:09.735270+00:00
train_205_1230_0,slight,-2,,team,2026-06-22T16:53:16.162092+00:00
train_204_11893_1,unsure,-2,,team,2026-06-22T16:53:18.040820+00:00
train_244_128_0,unsure,14,90.0,team,2026-06-22T16:53:25.357601+00:00
train_116_250_0,stationary,-2,,team,2026-06-22T16:53:35.003710+00:00
train_45_4710_0,stationary,13,67.5,team,2026-06-22T16:53:38.560988+00:00
test_299_4740_0,unsure,-2,,team,2026-06-22T16:53:43.159027+00:00
valid_15_2970_0,stationary,15,112.5,team,2026-06-22T16:53:46.409404+00:00
test_281_8191_3,slight,15,112.5,team,2026-06-22T16:53:48.895185+00:00
train_115_8794_0,stationary,13,67.5,team,2026-06-22T16:53:53.296581+00:00
train_247_1741_3,stationary,-2,,team,2026-06-22T16:53:57.149524+00:00
train_142_3459_8,slight,33,247.5,team,2026-06-22T16:54:02.351354+00:00
valid_56_4398_3,slight,17,157.5,team,2026-06-22T16:54:15.877962+00:00
train_86_3083_0,unsure,11,22.5,team,2026-06-22T16:54:24.545230+00:00
valid_57_1629_5,moderate,30,180.0,team,2026-06-22T16:54:29.927193+00:00
test_284_2682_1,slight,13,67.5,team,2026-06-22T16:54:36.971314+00:00
valid_57_1560_2,slight,27,157.5,team,2026-06-22T16:54:44.339371+00:00
train_196_8010_0,slight,11,22.5,team,2026-06-22T16:54:51.230004+00:00
train_234_2917_0,stationary,31,202.5,team,2026-06-22T16:55:49.624995+00:00
valid_221_1980_3,slight,-2,,team,2026-06-22T16:55:54.293049+00:00
train_180_5244_0,stationary,16,135.0,team,2026-06-22T16:56:01.421978+00:00
train_81_7380_0,unsure,-2,,team,2026-06-22T16:56:03.128650+00:00
test_276_5341_5,stationary,14,90.0,team,2026-06-22T16:56:09.696373+00:00
train_122_5594_0,unsure,-2,,team,2026-06-22T16:56:13.541184+00:00
train_188_1015_0,unsure,16,135.0,team,2026-06-22T16:56:19.082962+00:00
train_78_7312_0,stationary,-2,,team,2026-06-22T16:56:36.554635+00:00
test_298_20307_0,stationary,-2,,team,2026-06-22T16:56:40.528548+00:00
train_197_7805_0,stationary,31,202.5,team,2026-06-22T16:56:49.231307+00:00
train_189_1362_0,stationary,-2,,team,2026-06-22T16:56:53.987957+00:00
train_84_510_0,stationary,10,0.0,team,2026-06-22T16:56:59.952901+00:00
test_263_17050_3,unsure,-2,,team,2026-06-22T16:57:01.372155+00:00
train_241_12019_3,unsure,-2,,team,2026-06-22T16:57:06.332598+00:00
valid_221_1090_0,slight,10,0.0,team,2026-06-22T16:57:55.170231+00:00
train_196_750_0,stationary,14,90.0,team,2026-06-22T16:58:00.950956+00:00
valid_57_277_1,slight,32,225.0,team,2026-06-22T16:58:07.827815+00:00
train_86_5475_0,slight,-2,,team,2026-06-22T16:58:17.087600+00:00
test_309_19741_2,unsure,-2,,team,2026-06-22T16:58:18.749597+00:00
train_77_915_0,unsure,10,0.0,team,2026-06-22T16:58:27.068347+00:00
train_106_3499_0,stationary,-2,,team,2026-06-22T16:58:44.597333+00:00
test_55_10244_1,stationary,37,337.5,team,2026-06-22T16:58:52.436651+00:00
train_31_4615_1,unsure,-2,,team,2026-06-22T16:58:54.578570+00:00
valid_151_12006_4,slight,14,90.0,team,2026-06-22T16:58:57.692407+00:00
train_215_1262_0,unsure,-2,,team,2026-06-22T16:58:58.854322+00:00
train_249_2822_0,stationary,20,0.0,team,2026-06-22T16:59:03.964555+00:00
train_196_998_0,stationary,13,67.5,team,2026-06-22T16:59:10.356945+00:00
train_234_2790_0,unsure,-2,,team,2026-06-22T16:59:15.845873+00:00
valid_56_4413_6,stationary,17,157.5,team,2026-06-22T16:59:24.648737+00:00
valid_178_4608_6,stationary,11,22.5,team,2026-06-22T16:59:33.614389+00:00
train_48_22940_6,slight,16,135.0,team,2026-06-22T16:59:38.417642+00:00
train_81_5859_4,unsure,-2,,team,2026-06-22T16:59:41.142292+00:00
train_196_7554_1,stationary,31,202.5,team,2026-06-22T16:59:44.646381+00:00
train_78_7152_5,unsure,-2,,team,2026-06-22T16:59:48.067902+00:00
valid_57_377_6,slight,31,202.5,team,2026-06-22T16:59:56.636592+00:00
train_203_6075_0,stationary,-2,,team,2026-06-22T17:00:03.932332+00:00
train_104_954_2,slight,36,315.0,team,2026-06-22T17:00:13.268710+00:00
train_244_5094_2,stationary,11,22.5,team,2026-06-22T17:00:16.956335+00:00
test_277_9990_3,unsure,-2,,team,2026-06-22T17:00:23.713088+00:00
test_344_4830_0,stationary,-2,,team,2026-06-22T17:00:25.643442+00:00
train_116_5970_0,stationary,-2,,team,2026-06-22T17:00:29.973307+00:00
train_74_3066_4,stationary,-2,,team,2026-06-22T17:00:34.837702+00:00
train_71_11675_4,stationary,16,135.0,team,2026-06-22T17:00:39.680262+00:00
test_299_4860_0,unsure,-2,,team,2026-06-22T17:00:41.973083+00:00
train_29_4871_1,unsure,-2,,team,2026-06-22T17:00:45.515592+00:00
train_186_4110_0,unsure,-2,,team,2026-06-22T17:00:50.750041+00:00
test_276_6267_5,stationary,12,45.0,team,2026-06-22T17:00:53.397406+00:00
train_137_369_0,unsure,17,157.5,team,2026-06-22T17:00:59.558552+00:00
train_41_3395_0,stationary,12,45.0,team,2026-06-22T17:01:02.751944+00:00
valid_57_270_1,slight,10,0.0,team,2026-06-22T17:01:05.083895+00:00
train_129_1740_2,slight,30,180.0,team,2026-06-22T17:01:11.591925+00:00
test_284_5071_2,slight,17,157.5,team,2026-06-22T17:01:20.315606+00:00
train_256_18357_2,stationary,-2,,team,2026-06-22T17:01:24.523537+00:00
test_309_19718_1,stationary,-2,,team,2026-06-22T17:01:27.900051+00:00
train_85_2119_0,slight,-2,,team,2026-06-22T17:01:33.331262+00:00
train_28_1643_0,slight,16,135.0,team,2026-06-22T17:01:38.159194+00:00
train_44_3690_0,unsure,-2,,team,2026-06-22T17:01:45.668840+00:00
test_152_14490_3,slight,17,157.5,team,2026-06-22T17:01:50.118618+00:00
train_47_609_9,slight,17,157.5,team,2026-06-22T17:01:54.858859+00:00
train_228_11222_2,slight,10,0.0,team,2026-06-22T17:02:02.664663+00:00
test_299_4620_0,unsure,-2,,team,2026-06-22T17:02:06.747057+00:00
train_195_1127_0,unsure,-2,,team,2026-06-22T17:02:10.227577+00:00
train_247_674_0,unsure,-2,,team,2026-06-22T17:02:14.264574+00:00
valid_15_4617_0,stationary,-2,,team,2026-06-22T17:02:24.539446+00:00
valid_221_1080_3,slight,16,135.0,team,2026-06-22T17:02:32.162777+00:00
train_256_18517_1,unsure,-2,,team,2026-06-22T17:02:33.799598+00:00
valid_175_3420_2,unsure,-2,,team,2026-06-22T17:02:38.930829+00:00
train_84_2548_0,unsure,-2,,team,2026-06-22T17:02:40.234977+00:00
train_247_2408_4,slight,17,157.5,team,2026-06-22T17:02:46.855313+00:00
train_136_1634_0,slight,16,135.0,team,2026-06-22T17:02:53.742529+00:00
train_225_4590_2,stationary,13,67.5,team,2026-06-22T17:02:59.698997+00:00
train_247_726_0,stationary,15,112.5,team,2026-06-22T17:03:05.509496+00:00
train_236_6870_0,unsure,10,0.0,team,2026-06-22T17:03:10.387344+00:00
test_55_10350_1,stationary,36,315.0,team,2026-06-22T17:03:18.148029+00:00
valid_57_317_4,moderate,30,180.0,team,2026-06-22T17:03:23.278437+00:00
train_193_1470_2,stationary,15,112.5,team,2026-06-22T17:03:30.938024+00:00
test_276_2070_1,slight,14,90.0,team,2026-06-22T17:03:33.877462+00:00
train_191_1563_1,unsure,11,22.5,team,2026-06-22T17:03:38.141691+00:00
train_349_9600_0,unsure,-2,,team,2026-06-22T17:03:41.277782+00:00
valid_57_916_7,stationary,30,180.0,team,2026-06-22T17:03:46.423830+00:00
train_72_11847_5,stationary,20,0.0,team,2026-06-22T17:03:52.328610+00:00
train_106_5137_0,stationary,13,67.5,team,2026-06-22T17:03:56.444908+00:00
train_250_6593_2,stationary,11,22.5,team,2026-06-22T17:04:08.111224+00:00
train_95_8280_1,unsure,-2,,team,2026-06-22T17:04:09.598841+00:00
test_279_3777_2,unsure,-2,,team,2026-06-22T17:04:10.811114+00:00
test_280_4312_2,unsure,10,0.0,team,2026-06-22T17:04:17.274468+00:00
train_98_1036_0,unsure,17,157.5,team,2026-06-22T17:04:22.675826+00:00
train_48_12245_0,unsure,-2,,team,2026-06-22T17:04:24.630551+00:00
train_189_1761_1,stationary,15,112.5,team,2026-06-22T17:04:29.387188+00:00
train_256_18510_1,unsure,-2,,team,2026-06-22T17:04:30.764352+00:00
train_193_2730_0,stationary,25,112.5,team,2026-06-22T17:04:43.376867+00:00
test_297_23550_0,unsure,-2,,team,2026-06-22T17:04:45.033406+00:00
valid_146_2059_5,unsure,10,0.0,team,2026-06-22T17:04:47.228898+00:00
train_18_3868_0,unsure,-2,,team,2026-06-22T17:04:52.435566+00:00
test_152_14513_4,stationary,10,0.0,team,2026-06-22T17:04:54.735249+00:00
train_74_3075_8,unsure,-2,,team,2026-06-22T17:04:56.242786+00:00
train_48_32610_0,slight,14,90.0,team,2026-06-22T17:05:05.356886+00:00
train_70_1560_4,unsure,-2,,team,2026-06-22T17:05:07.953923+00:00
train_229_718_0,unsure,-2,,team,2026-06-22T17:05:12.019384+00:00
train_17_14471_0,slight,-2,,team,2026-06-22T17:05:21.514202+00:00
train_191_930_3,stationary,33,247.5,team,2026-06-22T17:05:29.756487+00:00
train_196_1311_0,stationary,24,90.0,team,2026-06-22T17:05:35.363746+00:00
train_74_2850_2,unsure,-2,,team,2026-06-22T17:05:43.892010+00:00
valid_147_10115_1,stationary,16,135.0,team,2026-06-22T17:05:52.498546+00:00
train_181_5010_0,stationary,15,112.5,team,2026-06-22T17:06:01.000499+00:00
valid_56_4260_4,slight,15,112.5,team,2026-06-22T17:06:03.462290+00:00
train_190_1140_0,stationary,-2,,team,2026-06-22T17:06:30.934762+00:00
test_298_20250_1,unsure,-2,,team,2026-06-22T17:06:39.188674+00:00
valid_175_3489_0,stationary,34,270.0,team,2026-06-22T17:06:52.773222+00:00
train_77_990_0,unsure,10,0.0,team,2026-06-22T17:06:55.436837+00:00
test_303_1198_2,stationary,14,90.0,team,2026-06-22T17:06:59.169220+00:00
train_44_3628_0,unsure,-2,,team,2026-06-22T17:07:01.339233+00:00
test_314_17513_3,stationary,-2,,team,2026-06-22T17:07:04.118130+00:00
train_190_840_0,slight,17,157.5,team,2026-06-22T17:07:17.834651+00:00
valid_6_3214_20,moderate,20,0.0,team,2026-06-22T17:07:23.636166+00:00
train_143_3450_9,stationary,10,0.0,team,2026-06-22T17:07:30.007843+00:00
train_48_25630_1,slight,26,135.0,team,2026-06-22T17:07:38.674452+00:00
train_238_11697_0,stationary,10,0.0,team,2026-06-22T17:07:41.065905+00:00
train_245_6000_2,unsure,-2,,team,2026-06-22T17:07:43.335534+00:00
valid_145_60_0,slight,11,22.5,team,2026-06-22T17:07:46.700369+00:00
valid_6_1041_10,unsure,21,22.5,team,2026-06-22T17:07:53.205840+00:00
train_225_5149_1,unsure,11,22.5,team,2026-06-22T17:07:58.028003+00:00
train_20_5646_3,unsure,-2,,team,2026-06-22T17:08:02.496939+00:00
train_0_8095_0,unsure,-2,,team,2026-06-22T17:08:04.187524+00:00
train_92_7160_2,stationary,10,0.0,team,2026-06-22T17:08:06.682546+00:00
train_115_7874_0,slight,12,45.0,team,2026-06-22T17:08:11.283574+00:00
train_86_1532_4,slight,17,157.5,team,2026-06-22T17:08:23.209065+00:00
train_190_615_0,stationary,-2,,team,2026-06-22T17:08:29.686804+00:00
train_249_6851_4,stationary,12,45.0,team,2026-06-22T17:08:32.995233+00:00
train_79_7290_0,slight,-2,,team,2026-06-22T17:08:39.169075+00:00
test_162_7558_8,unsure,-2,,team,2026-06-22T17:08:45.012893+00:00
train_71_11842_2,unsure,-2,,team,2026-06-22T17:08:50.148796+00:00
valid_57_281_0,stationary,11,22.5,team,2026-06-22T17:08:57.145659+00:00
train_85_2039_1,unsure,-2,,team,2026-06-22T17:08:58.543953+00:00
valid_222_446_4,slight,10,0.0,team,2026-06-22T17:09:01.986886+00:00
train_247_721_6,unsure,15,112.5,team,2026-06-22T17:09:06.845066+00:00
train_17_14666_1,slight,10,0.0,team,2026-06-22T17:09:11.701586+00:00
valid_222_1577_0,moderate,17,157.5,team,2026-06-22T17:09:18.761186+00:00
train_234_3250_0,unsure,-2,,team,2026-06-22T17:09:22.158977+00:00
train_20_5703_2,slight,13,67.5,team,2026-06-22T17:09:29.641114+00:00
train_84_2040_2,unsure,12,45.0,team,2026-06-22T17:09:36.220077+00:00
test_262_7628_0,unsure,-2,,team,2026-06-22T17:09:38.185923+00:00
train_72_11812_7,stationary,16,135.0,team,2026-06-22T17:09:45.324503+00:00
train_72_11610_8,unsure,-2,,team,2026-06-22T17:09:46.336764+00:00
train_84_692_0,stationary,17,157.5,team,2026-06-22T17:09:52.544314+00:00
valid_15_4912_0,stationary,-2,,team,2026-06-22T17:09:57.954616+00:00
valid_6_4680_2,stationary,12,45.0,team,2026-06-22T17:10:03.684323+00:00
train_189_1829_1,stationary,16,135.0,team,2026-06-22T17:10:12.289240+00:00
valid_221_2075_0,slight,12,45.0,team,2026-06-22T17:10:17.643000+00:00
test_309_26811_1,stationary,-2,,team,2026-06-22T17:10:26.546474+00:00
test_279_4200_6,unsure,-2,,team,2026-06-22T17:10:35.855841+00:00
test_309_20143_1,stationary,-2,,team,2026-06-22T17:10:39.047961+00:00
train_104_1002_2,slight,10,0.0,team,2026-06-22T17:10:43.602204+00:00
train_86_5250_2,stationary,11,22.5,team,2026-06-22T17:10:49.095938+00:00
train_256_18000_2,unsure,-2,,team,2026-06-22T17:10:51.014144+00:00
train_3_8522_0,unsure,-2,,team,2026-06-22T17:10:52.207597+00:00
valid_15_3037_13,unsure,-2,,team,2026-06-22T17:10:56.795076+00:00
valid_57_1562_2,slight,27,157.5,team,2026-06-22T17:11:03.710503+00:00
test_308_8130_1,unsure,-2,,team,2026-06-22T17:11:06.627474+00:00
valid_147_10196_0,slight,14,90.0,team,2026-06-22T17:11:15.840980+00:00
train_18_1260_0,unsure,-2,,team,2026-06-22T17:11:17.613513+00:00
train_183_3600_0,stationary,17,157.5,team,2026-06-22T17:11:24.998452+00:00
train_20_7530_0,unsure,-2,,team,2026-06-22T17:11:27.421129+00:00
test_264_26100_0,unsure,-2,,team,2026-06-22T17:11:28.613039+00:00
train_122_5580_1,unsure,-2,,team,2026-06-22T17:11:30.676411+00:00
train_114_270_0,unsure,-2,,team,2026-06-22T17:11:34.989750+00:00
train_92_7170_2,stationary,10,0.0,team,2026-06-22T17:11:37.354727+00:00
train_42_3690_0,unsure,13,67.5,team,2026-06-22T17:11:45.249986+00:00
test_55_9990_0,stationary,26,135.0,team,2026-06-22T17:11:50.540613+00:00
train_52_1820_1,unsure,17,157.5,team,2026-06-22T17:11:55.866298+00:00
test_50_8190_0,stationary,-2,,team,2026-06-22T17:12:03.176614+00:00
train_204_1349_0,slight,12,45.0,team,2026-06-22T17:12:06.854408+00:00
train_204_971_0,slight,12,45.0,team,2026-06-22T17:12:10.761543+00:00
train_228_11273_2,slight,10,0.0,team,2026-06-22T17:12:15.940799+00:00
train_74_2903_5,unsure,-2,,team,2026-06-22T17:12:19.603464+00:00
valid_221_960_5,slight,17,157.5,team,2026-06-22T17:12:24.790793+00:00
valid_144_3060_0,unsure,-2,,team,2026-06-22T17:12:29.087445+00:00
valid_15_3037_3,stationary,20,0.0,team,2026-06-22T17:12:33.063801+00:00
test_55_10080_0,stationary,27,157.5,team,2026-06-22T17:12:38.626351+00:00
train_100_5970_0,stationary,14,90.0,team,2026-06-22T17:12:46.246856+00:00
train_130_1260_0,stationary,-2,,team,2026-06-22T17:12:49.988169+00:00
train_74_1743_1,stationary,-2,,team,2026-06-22T17:12:51.752425+00:00
train_18_5896_0,unsure,-2,,team,2026-06-22T17:12:54.133962+00:00
train_245_5351_0,stationary,-2,,team,2026-06-22T17:12:57.311223+00:00
train_229_1710_10,stationary,33,247.5,team,2026-06-22T17:13:05.028668+00:00
train_227_7416_1,unsure,-2,,team,2026-06-22T17:13:07.082297+00:00
train_74_2787_1,unsure,12,45.0,team,2026-06-22T17:13:15.524679+00:00
valid_175_3393_2,unsure,15,112.5,team,2026-06-22T17:13:20.815750+00:00
train_80_5260_2,stationary,11,22.5,team,2026-06-22T17:13:24.128004+00:00
train_31_4892_1,stationary,12,45.0,team,2026-06-22T17:13:27.851505+00:00
valid_14_578_2,unsure,-2,,team,2026-06-22T17:13:33.228191+00:00
train_100_7371_1,unsure,17,157.5,team,2026-06-22T17:13:46.828809+00:00
test_263_17130_0,unsure,-2,,team,2026-06-22T17:13:49.658940+00:00
train_252_6505_17,unsure,-2,,team,2026-06-22T17:13:50.612816+00:00
train_44_3805_1,unsure,-2,,team,2026-06-22T17:13:52.588549+00:00
valid_57_398_4,slight,13,67.5,team,2026-06-22T17:14:00.209684+00:00
train_204_1041_0,stationary,31,202.5,team,2026-06-22T17:14:06.401394+00:00
train_86_762_0,stationary,36,315.0,team,2026-06-22T17:14:11.711714+00:00
train_98_1689_0,unsure,-2,,team,2026-06-22T17:14:16.506361+00:00
train_348_10845_0,unsure,-2,,team,2026-06-22T17:14:17.415093+00:00
train_74_2638_4,stationary,12,45.0,team,2026-06-22T17:14:31.325090+00:00
train_79_6120_1,unsure,-2,,team,2026-06-22T17:14:32.724739+00:00
train_81_5832_4,unsure,-2,,team,2026-06-22T17:14:33.634508+00:00
train_247_3265_3,slight,10,0.0,team,2026-06-22T17:14:37.067072+00:00
valid_10_2549_4,stationary,17,157.5,team,2026-06-22T17:14:45.922535+00:00
train_240_2153_0,slight,-2,,team,2026-06-22T17:14:50.312006+00:00
train_70_1754_0,slight,16,135.0,team,2026-06-22T17:14:54.610802+00:00
train_115_8351_0,slight,13,67.5,team,2026-06-22T17:14:58.165910+00:00
valid_177_1250_0,stationary,33,247.5,team,2026-06-22T17:15:01.646744+00:00
train_121_6713_2,unsure,-2,,team,2026-06-22T17:15:03.721549+00:00
train_72_11940_5,unsure,10,0.0,team,2026-06-22T17:15:07.595817+00:00
train_244_5775_0,unsure,-2,,team,2026-06-22T17:15:09.422591+00:00
train_237_10800_0,unsure,-2,,team,2026-06-22T17:15:10.940913+00:00
train_71_11640_2,stationary,33,247.5,team,2026-06-22T17:15:20.642777+00:00
valid_57_327_5,moderate,30,180.0,team,2026-06-22T17:15:28.900078+00:00
valid_222_377_3,moderate,34,270.0,team,2026-06-22T17:15:33.488942+00:00
train_189_1362_1,stationary,12,45.0,team,2026-06-22T17:15:37.906684+00:00
train_349_16714_0,unsure,-2,,team,2026-06-22T17:15:39.263705+00:00
train_52_1851_2,unsure,11,22.5,team,2026-06-22T17:15:43.037791+00:00
train_123_6761_1,unsure,-2,,team,2026-06-22T17:15:46.040319+00:00
train_84_90_0,stationary,13,67.5,team,2026-06-22T17:15:52.131650+00:00
test_264_28451_0,unsure,-2,,team,2026-06-22T17:15:56.230985+00:00
train_190_1026_0,unsure,15,112.5,team,2026-06-22T17:16:01.936003+00:00
train_294_20940_0,stationary,10,0.0,team,2026-06-22T17:16:04.065100+00:00
valid_151_12161_4,stationary,14,90.0,team,2026-06-22T17:16:06.688513+00:00
train_247_840_7,unsure,-2,,team,2026-06-22T17:16:07.848590+00:00
train_228_7200_1,stationary,30,180.0,team,2026-06-22T17:16:13.429409+00:00
train_192_2919_1,unsure,-2,,team,2026-06-22T17:16:14.502128+00:00
train_70_1320_3,unsure,17,157.5,team,2026-06-22T17:16:19.705738+00:00
train_77_990_1,unsure,-2,,team,2026-06-22T17:16:20.986729+00:00
valid_57_952_3,slight,37,337.5,team,2026-06-22T17:16:35.121824+00:00
train_92_4131_1,stationary,15,112.5,team,2026-06-22T17:16:57.724055+00:00
train_234_3300_3,unsure,-2,,team,2026-06-22T17:16:58.797509+00:00
test_279_4247_0,stationary,10,0.0,team,2026-06-22T17:17:00.884149+00:00
train_248_22650_8,stationary,10,0.0,team,2026-06-22T17:17:03.407904+00:00
train_100_7311_2,unsure,16,135.0,team,2026-06-22T17:17:06.689858+00:00
train_192_2760_0,stationary,11,22.5,team,2026-06-22T17:17:11.643904+00:00
train_246_4500_7,slight,13,67.5,team,2026-06-22T17:17:14.049898+00:00
train_232_840_6,unsure,-2,,team,2026-06-22T17:17:16.431627+00:00
test_314_17670_2,unsure,10,0.0,team,2026-06-22T17:17:20.871727+00:00
train_112_1018_0,unsure,14,90.0,team,2026-06-22T17:17:25.984732+00:00
